instance;best_makespan;opt_or_unsat_certified;time
J9010_10.sm;75;yes;70,87
J9010_1.sm;77;yes;17,93
J9010_2.sm;95;yes;59,99
J9010_3.sm;112;yes;18,54
J9010_4.sm;94;yes;7,27
J9010_5.sm;78;yes;16,54
J9010_6.sm;92;yes;15,19
J9010_7.sm;83;yes;8,41
J9010_8.sm;81;yes;306,22
J9010_9.sm;88;yes;16,69
J901_10.sm;90;yes;20,47
J9011_10.sm;81;yes;7,51
J9011_1.sm;86;yes;2,33
J9011_2.sm;99;yes;34,62
J9011_3.sm;69;yes;13,65
J9011_4.sm;64;yes;20,35
J9011_5.sm;81;yes;0,01
J9011_6.sm;78;yes;0,01
J9011_7.sm;95;yes;0,01
J9011_8.sm;82;yes;12,90
J9011_9.sm;81;yes;0,01
J901_1.sm;73;yes;48,20
J9012_10.sm;86;yes;0,01
J9012_1.sm;71;yes;0,02
J9012_2.sm;71;yes;0,01
J9012_3.sm;93;yes;0,01
J9012_4.sm;73;yes;0,01
J9012_5.sm;83;yes;0,01
J9012_6.sm;81;yes;0,01
J9012_7.sm;77;yes;0,01
J9012_8.sm;83;yes;0,01
J9012_9.sm;77;yes;0,01
J901_2.sm;92;yes;7,43
J9013_10.sm;132;no;600
J9013_1.sm;155;no;600
J9013_2.sm;146;no;600
J9013_3.sm;123;no;600
J9013_4.sm;127;no;600
J9013_5.sm;132;no;600
J9013_6.sm;140;no;600
J9013_7.sm;138;no;600
J9013_8.sm;130;no;600
J9013_9.sm;142;no;600
J901_3.sm;66;yes;24,66
J9014_10.sm;85;yes;208,05
J9014_1.sm;89;yes;82,64
J9014_2.sm;79;yes;130,45
J9014_3.sm;94;yes;39,23
J9014_4.sm;88;yes;105,64
J9014_5.sm;84;yes;6,61
J9014_6.sm;78;no;600
J9014_7.sm;86;yes;2,43
J9014_8.sm;80;yes;109,35
J9014_9.sm;112;yes;44,97
J901_4.sm;86;yes;26,95
J9015_10.sm;78;yes;18,37
J9015_1.sm;76;yes;9,29
J9015_2.sm;71;yes;6,09
J9015_3.sm;82;yes;0,01
J9015_4.sm;92;yes;10,00
J9015_5.sm;93;yes;5,69
J9015_6.sm;61;yes;8,22
J9015_7.sm;82;yes;3,88
J9015_8.sm;82;yes;22,30
J9015_9.sm;83;yes;3,73
