instance;best_makespan;opt_or_unsat_certified;time
J12010_10.RCP;66;yes;94,24
J12010_1.RCP;111;yes;46,28
J12010_2.RCP;91;yes;48,86
J12010_3.RCP;99;yes;190,31
J12010_4.RCP;95;yes;202,78
J12010_5.RCP;97;yes;66,95
J12010_6.RCP;92;yes;35,35
J12010_7.RCP;80;no;600
J12010_8.RCP;114;yes;121,37
J12010_9.RCP;77;yes;44,94
J1201_10.RCP;108;yes;282,77
J12011_10.RCP;216;no;600
J12011_1.RCP;199;no;600
J12011_2.RCP;182;no;600
J12011_3.RCP;235;no;600
J12011_4.RCP;234;no;600
J12011_5.RCP;250;no;600
J12011_6.RCP;254;no;600
J12011_7.RCP;189;no;600
J12011_8.RCP;186;no;600
J12011_9.RCP;196;no;600
J1201_1.RCP;110;no;600
J12012_10.RCP;157;no;600
J12012_1.RCP;161;no;600
J12012_2.RCP;130;no;600
J12012_3.RCP;155;no;600
J12012_4.RCP;144;no;600
J12012_5.RCP;190;no;600
J12012_6.RCP;141;no;600
J12012_7.RCP;141;no;600
J12012_8.RCP;138;no;600
J12012_9.RCP;117;no;600
J1201_2.RCP;109;yes;244,12
J12013_10.RCP;113;no;600
J12013_1.RCP;141;no;600
J12013_2.RCP;97;no;600
J12013_3.RCP;143;no;600
J12013_4.RCP;127;no;600
J12013_5.RCP;103;no;600
J12013_6.RCP;113;no;600
J12013_7.RCP;124;no;600
J12013_8.RCP;113;no;600
J12013_9.RCP;99;no;600
J1201_3.RCP;129;no;600
J12014_10.RCP;89;no;600
J12014_1.RCP;109;no;600
J12014_2.RCP;105;no;600
J12014_3.RCP;91;no;600
J12014_4.RCP;100;no;600
J12014_5.RCP;109;no;600
J12014_6.RCP;94;no;600
J12014_7.RCP;100;no;600
J12014_8.RCP;132;no;600
J12014_9.RCP;104;no;600
J1201_4.RCP;97;yes;141,06
J12015_10.RCP;91;yes;140,99
J12015_1.RCP;81;yes;79,15
J12015_2.RCP;75;yes;569,06
J12015_3.RCP;92;no;600
J12015_4.RCP;82;yes;236,77
J12015_5.RCP;87;yes;128,01
J12015_6.RCP;97;yes;93,95
J12015_7.RCP;75;yes;148,75
J12015_8.RCP;126;yes;21,34
J12015_9.RCP;109;yes;15,16
J1201_5.RCP;112;yes;297,76
J12016_10.RCP;248;no;600
J12016_1.RCP;223;no;600
J12016_2.RCP;275;no;600
J12016_3.RCP;267;no;600
J12016_4.RCP;232;no;600
J12016_5.RCP;230;no;600
J12016_6.RCP;239;no;600
J12016_7.RCP;214;no;600
J12016_8.RCP;230;no;600
J12016_9.RCP;230;no;600
J1201_6.RCP;84;yes;66,23
J12017_10.RCP;155;no;600
J12017_1.RCP;156;no;600
J12017_2.RCP;139;no;600
J12017_3.RCP;125;no;600
J12017_4.RCP;140;no;600
