instance;best_makespan;opt_or_unsat_certified;time
J9010_10.sm;75;yes;0,66
J9010_1.sm;77;yes;1,07
J9010_2.sm;95;yes;1,42
J9010_3.sm;112;yes;0,80
J9010_4.sm;94;yes;0,35
J9010_5.sm;78;yes;0,43
J9010_6.sm;92;yes;0,46
J9010_7.sm;83;yes;0,27
J9010_8.sm;81;yes;2,28
J9010_9.sm;88;yes;0,43
J901_10.sm;90;yes;0,40
J9011_10.sm;81;yes;0,23
J9011_1.sm;86;yes;0,18
J9011_2.sm;99;yes;0,97
J9011_3.sm;69;yes;0,29
J9011_4.sm;64;yes;0,39
J9011_5.sm;81;yes;0,02
J9011_6.sm;78;yes;0,01
J9011_7.sm;95;yes;0,01
J9011_8.sm;82;yes;0,47
J9011_9.sm;81;yes;0,01
J901_1.sm;73;yes;0,72
J9012_10.sm;86;yes;0,01
J9012_1.sm;71;yes;0,01
J9012_2.sm;71;yes;0,04
J9012_3.sm;93;yes;0,01
J9012_4.sm;73;yes;0,01
J9012_5.sm;83;yes;0,01
J9012_6.sm;81;yes;0,01
J9012_7.sm;77;yes;0,01
J9012_8.sm;83;yes;0,01
J9012_9.sm;77;yes;0,01
J901_2.sm;92;yes;0,21
J9013_10.sm;132;no;600
J9013_1.sm;155;no;600
J9013_2.sm;144;no;600
J9013_3.sm;119;no;600
J9013_4.sm;125;no;600
J9013_5.sm;130;no;600
J9013_6.sm;139;no;600
J9013_7.sm;138;no;600
J9013_8.sm;129;no;600
J9013_9.sm;138;no;600
J901_3.sm;66;yes;0,27
J9014_10.sm;85;yes;1,90
J9014_1.sm;89;yes;1,65
J9014_2.sm;79;yes;2,42
J9014_3.sm;94;yes;1,29
J9014_4.sm;88;yes;0,80
J9014_5.sm;84;yes;0,34
J9014_6.sm;76;yes;4,67
J9014_7.sm;86;yes;0,19
J9014_8.sm;80;yes;0,72
J9014_9.sm;112;yes;1,70
J901_4.sm;86;yes;0,58
J9015_10.sm;78;yes;0,48
J9015_1.sm;76;yes;0,34
J9015_2.sm;71;yes;0,22
J9015_3.sm;82;yes;0,01
J9015_4.sm;92;yes;0,44
