instance;best_makespan;opt_or_unsat_certified;time
J508_2.mm2;37;no;600
J5083_1.mm2;49;yes;561,25
J5083_2.mm2;54;yes;13,92
J5083_3.mm2;51;yes;83,76
J5083_4.mm2;57;no;600
J5083_5.mm2;71;no;600
J508_3.mm2;41;no;600
J5084_1.mm2;52;no;600
J5084_2.mm2;58;no;600
J5084_3.mm2;64;no;600
J5084_4.mm2;63;no;600
J5084_5.mm2;58;no;600
J508_4.mm2;42;no;600
J5085_1.mm2;91;no;600
J5085_2.mm2;68;no;600
J5085_3.mm2;72;no;600
J5085_4.mm2;98;no;600
J5085_5.mm2;82;no;600
J508_5.mm2;52;no;600
J5086_1.mm2;52;yes;22,01
J5086_2.mm2;55;yes;11,32
J5086_3.mm2;59;yes;64,31
J5086_4.mm2;64;yes;46,44
J5086_5.mm2;56;yes;12,77
J5087_1.mm2;40;yes;3,64
J5087_2.mm2;40;yes;5,09
J5087_3.mm2;41;yes;2,97
J5087_4.mm2;43;yes;3,63
J5087_5.mm2;51;yes;1,99
J5088_1.mm2;46;yes;20,17
J5088_2.mm2;45;yes;7,37
J5088_3.mm2;44;yes;5,47
J5088_4.mm2;49;yes;2,58
J5088_5.mm2;43;yes;19,83
J5089_1.mm2;46;yes;0,83
J5089_2.mm2;57;yes;0,74
J5089_3.mm2;41;yes;0,98
J5089_4.mm2;45;yes;0,99
J5089_5.mm2;48;yes;0,97
J5090_1.mm2;54;yes;1,47
J5090_2.mm2;43;yes;1,94
J5090_3.mm2;50;yes;2,21
J5090_4.mm2;43;yes;1,55
J5090_5.mm2;42;yes;2,67
J5091_1.mm2;70;no;600
J5091_2.mm2;79;no;600
J5091_3.mm2;56;no;600
J5091_4.mm2;;no;600
J5091_5.mm2;75;no;600
J509_1.mm2;38;no;600
J5092_1.mm2;63;yes;127,28
J5092_2.mm2;64;no;600
J5092_3.mm2;54;yes;15,86
J5092_4.mm2;63;no;600
J5092_5.mm2;52;yes;341,44
J509_2.mm2;25;no;600
J5093_1.mm2;52;yes;5,39
J5093_2.mm2;45;yes;21,54
J5093_3.mm2;52;yes;2,97
J5093_4.mm2;36;yes;179,06
J5093_5.mm2;45;yes;23,41
J509_3.mm2;29;no;600
J5094_1.mm2;45;no;600
J5094_2.mm2;61;no;600
J5094_3.mm2;45;no;600
J5094_4.mm2;45;no;600
J5094_5.mm2;40;yes;75,72
J509_4.mm2;28;no;600
J5095_1.mm2;50;yes;4,60
J5095_2.mm2;47;yes;3,76
J5095_3.mm2;43;yes;49,69
J5095_4.mm2;46;yes;2,99
J5095_5.mm2;45;yes;3,92
J509_5.mm2;32;no;600
J5096_1.mm2;39;yes;8,98
J5096_2.mm2;48;no;600
J5096_3.mm2;44;yes;6,61
J5096_4.mm2;45;yes;6,00
J5096_5.mm2;42;yes;183,84
J5097_1.mm2;66;no;600
J5097_2.mm2;67;no;600
J5097_3.mm2;78;no;600
J5097_4.mm2;61;no;600
J5097_5.mm2;82;no;600
J5098_1.mm2;71;yes;2,69
J5098_2.mm2;55;yes;33,76
J5098_3.mm2;54;yes;50,80
J5098_4.mm2;53;yes;10,13
J5098_5.mm2;49;yes;52,86
J5099_1.mm2;38;yes;3,31
J5099_2.mm2;39;yes;3,01
J5099_3.mm2;35;yes;2,43
J5099_4.mm2;45;yes;2,86
J5099_5.mm2;36;yes;3,64
