instance;best_makespan;opt_or_unsat_certified;time
J50100_1.mm2;45;yes;3,61
J50100_2.mm2;46;yes;3,19
J50100_3.mm2;50;yes;5,52
J50100_4.mm2;45;yes;6,10
J50100_5.mm2;45;yes;4,43
J50101_1.mm2;41;yes;4,43
J50101_2.mm2;45;yes;4,68
J50101_3.mm2;39;yes;5,72
J50101_4.mm2;36;yes;4,37
J50101_5.mm2;36;yes;5,73
J5010_1.mm2;31;no;600
J50102_1.mm2;39;yes;10,64
J50102_2.mm2;43;yes;4,58
J50102_3.mm2;34;yes;5,18
J50102_4.mm2;36;yes;3,98
J50102_5.mm2;40;yes;4,75
J5010_2.mm2;40;no;600
J50103_1.mm2;67;no;600
J50103_2.mm2;88;yes;559,64
J50103_3.mm2;66;yes;101,72
J50103_4.mm2;59;yes;73,84
J50103_5.mm2;61;yes;289,59
J5010_3.mm2;30;no;600
J50104_1.mm2;51;yes;22,44
J50104_2.mm2;55;yes;15,06
J50104_3.mm2;57;yes;13,89
J50104_4.mm2;53;yes;26,65
J50104_5.mm2;55;yes;10,61
J5010_4.mm2;32;no;600
J50105_1.mm2;42;yes;11,26
J50105_2.mm2;43;yes;18,02
J50105_3.mm2;40;yes;15,71
J50105_4.mm2;40;yes;19,49
J50105_5.mm2;38;yes;20,80
J5010_5.mm2;43;no;600
J50106_1.mm2;46;yes;15,91
J50106_2.mm2;53;yes;13,29
J50106_3.mm2;46;yes;28,12
J50106_4.mm2;46;yes;16,91
J50106_5.mm2;46;yes;18,24
J50107_1.mm2;53;yes;11,98
J50107_2.mm2;38;yes;15,76
J50107_3.mm2;38;yes;18,98
J50107_4.mm2;50;yes;17,01
J50107_5.mm2;40;yes;12,72
J50108_1.mm2;45;yes;14,08
J50108_2.mm2;46;yes;15,76
J50108_3.mm2;50;yes;11,66
J50108_4.mm2;38;yes;20,66
J50108_5.mm2;40;yes;12,90
J5011_1.mm2;27;no;600
J5011_2.mm2;30;no;600
J5011_3.mm2;29;no;600
J5011_4.mm2;25;no;600
J5011_5.mm2;30;no;600
J501_1.mm2;31;yes;197,07
J5012_1.mm2;28;no;600
J5012_2.mm2;33;no;600
J5012_3.mm2;25;no;600
J5012_4.mm2;27;no;600
J5012_5.mm2;27;no;600
J501_2.mm2;25;yes;126,60
J5013_1.mm2;25;yes;32,62
J5013_2.mm2;29;yes;7,74
J5013_3.mm2;28;yes;28,77
J5013_4.mm2;24;yes;193,09
J5013_5.mm2;24;yes;6,21
J501_3.mm2;25;yes;58,10
J5014_1.mm2;23;yes;2,37
J5014_2.mm2;21;yes;1,38
J5014_3.mm2;22;yes;2,24
J5014_4.mm2;20;yes;2,95
J5014_5.mm2;19;yes;1,04
J501_4.mm2;29;yes;33,25
J5015_1.mm2;19;yes;1,41
J5015_2.mm2;25;yes;1,14
J5015_3.mm2;17;yes;1,73
J5015_4.mm2;23;yes;1,42
J5015_5.mm2;18;yes;1,86
J501_5.mm2;26;yes;27,68
J5016_1.mm2;17;yes;1,83
J5016_2.mm2;16;yes;1,95
J5016_3.mm2;18;yes;2,38
J5016_4.mm2;19;yes;1,82
J5016_5.mm2;26;yes;2,06
J5017_1.mm2;17;yes;1,35
J5017_2.mm2;20;yes;1,48
J5017_3.mm2;16;yes;1,47
J5017_4.mm2;15;yes;1,64
J5017_5.mm2;18;yes;1,78
J5018_1.mm2;24;yes;1,36
J5018_2.mm2;20;yes;1,19
J5018_3.mm2;16;yes;1,51
J5018_4.mm2;19;yes;0,93
J5018_5.mm2;17;yes;2,26
J5019_1.mm2;29;yes;324,67
J5019_2.mm2;27;yes;586,45
J5019_3.mm2;31;yes;185,07
J5019_4.mm2;25;yes;411,55
J5019_5.mm2;28;no;600
J5020_1.mm2;30;yes;7,91
J5020_2.mm2;27;no;600
J5020_3.mm2;23;yes;6,35
J5020_4.mm2;26;no;600
J5020_5.mm2;27;no;600
J5021_1.mm2;18;no;600
J5021_2.mm2;21;yes;3,89
J5021_3.mm2;21;yes;4,44
J5021_4.mm2;18;yes;14,83
J5021_5.mm2;18;no;600
J502_1.mm2;24;yes;1,77
J5022_1.mm2;21;no;600
J5022_2.mm2;21;no;600
J5022_3.mm2;18;yes;6,98
J5022_4.mm2;21;yes;11,80
J5022_5.mm2;24;no;600
J502_2.mm2;25;yes;32,09
J5023_1.mm2;17;yes;52,23
J5023_2.mm2;19;yes;5,86
J5023_3.mm2;20;yes;5,49
J5023_4.mm2;16;no;600
J5023_5.mm2;22;yes;6,88
J502_3.mm2;22;yes;9,35
J5024_1.mm2;18;no;600
J5024_2.mm2;18;yes;5,64
J5024_3.mm2;23;yes;5,61
J5024_4.mm2;18;yes;9,33
J5024_5.mm2;18;yes;5,92
J502_4.mm2;24;yes;7,81
J5025_1.mm2;24;yes;6,30
J5025_2.mm2;27;no;600
J5025_3.mm2;26;yes;136,57
J5025_4.mm2;29;no;600
J5025_5.mm2;27;yes;5,72
J502_5.mm2;23;yes;10,84
J5026_1.mm2;20;yes;1,61
J5026_2.mm2;21;yes;1,72
J5026_3.mm2;22;yes;1,66
J5026_4.mm2;21;yes;2,22
J5026_5.mm2;19;yes;2,28
J5027_1.mm2;20;yes;3,98
J5027_2.mm2;18;yes;2,72
J5027_3.mm2;17;yes;1,80
J5027_4.mm2;17;yes;1,17
J5027_5.mm2;18;yes;2,39
J5028_1.mm2;25;yes;1,72
J5028_2.mm2;18;yes;1,83
J5028_3.mm2;21;yes;2,31
J5028_4.mm2;23;yes;2,21
J5028_5.mm2;19;yes;2,13
J5029_1.mm2;18;yes;2,11
J5029_2.mm2;19;yes;2,56
J5029_3.mm2;17;yes;1,98
J5029_4.mm2;20;yes;1,91
J5029_5.mm2;16;yes;2,20
J5030_1.mm2;17;yes;2,64
J5030_2.mm2;20;yes;2,04
J5030_3.mm2;20;yes;2,42
J5030_4.mm2;17;yes;1,93
J5030_5.mm2;17;yes;1,61
J5031_1.mm2;26;yes;21,74
J5031_2.mm2;29;yes;190,44
J5031_3.mm2;27;no;600
J5031_4.mm2;26;no;600
J5031_5.mm2;25;yes;16,22
J503_1.mm2;19;yes;1,60
J5032_1.mm2;23;yes;6,31
J5032_2.mm2;22;yes;5,38
J5032_3.mm2;23;yes;4,90
J5032_4.mm2;23;yes;6,64
J5032_5.mm2;20;yes;5,88
J503_2.mm2;20;yes;1,13
J5033_1.mm2;20;yes;4,64
J5033_2.mm2;23;yes;5,96
J5033_3.mm2;21;yes;6,57
J5033_4.mm2;20;yes;5,77
