instance;best_makespan;opt_or_unsat_certified;time
J100100_1.mm2;51;yes;11,86
J100100_2.mm2;58;yes;11,84
J100100_3.mm2;52;yes;16,48
J100100_4.mm2;55;yes;13,46
J100100_5.mm2;57;yes;12,12
J100101_1.mm2;55;yes;2,94
J100101_2.mm2;58;yes;2,86
J100101_3.mm2;52;yes;3,32
J100101_4.mm2;58;yes;3,11
J100101_5.mm2;64;yes;2,29
J10010_1.mm2;40;no;600
J100102_1.mm2;55;yes;7,91
J100102_2.mm2;48;yes;7,81
J100102_3.mm2;56;yes;9,70
J100102_4.mm2;52;yes;7,19
J100102_5.mm2;54;yes;7,62
J10010_2.mm2;45;no;600
J100103_1.mm2;94;no;600
J100103_2.mm2;118;no;600
J100103_3.mm2;107;no;600
J100103_4.mm2;106;no;600
J100103_5.mm2;116;no;600
J10010_3.mm2;45;no;600
J100104_1.mm2;70;no;600
J100104_2.mm2;73;no;600
J100104_3.mm2;67;no;600
J100104_4.mm2;64;yes;475,33
J100104_5.mm2;69;yes;284,01
J10010_4.mm2;41;no;600
J100105_1.mm2;62;yes;29,79
J100105_2.mm2;53;yes;26,43
J100105_3.mm2;65;yes;17,12
J100105_4.mm2;58;yes;12,34
J100105_5.mm2;52;yes;21,54
J10010_5.mm2;40;no;600
J100106_1.mm2;58;yes;30,78
J100106_2.mm2;55;yes;13,31
J100106_3.mm2;55;yes;12,74
J100106_4.mm2;59;no;600
J100106_5.mm2;59;yes;22,43
J100107_1.mm2;62;yes;4,41
J100107_2.mm2;57;yes;7,51
J100107_3.mm2;52;yes;8,22
J100107_4.mm2;54;yes;5,25
J100107_5.mm2;56;yes;22,97
J100108_1.mm2;58;yes;10,20
J100108_2.mm2;53;yes;15,67
J100108_3.mm2;54;yes;17,66
J100108_4.mm2;51;yes;35,57
J100108_5.mm2;52;yes;31,52
J10011_1.mm2;38;no;600
J10011_2.mm2;49;no;600
J10011_3.mm2;36;no;600
J10011_4.mm2;47;no;600
J10011_5.mm2;36;no;600
J1001_1.mm2;42;no;600
J10012_1.mm2;50;no;600
J10012_2.mm2;43;no;600
J10012_3.mm2;38;no;600
J10012_4.mm2;51;no;600
J10012_5.mm2;36;no;600
J1001_2.mm2;46;no;600
J10013_1.mm2;;no;600
J10013_2.mm2;29;no;600
J10013_3.mm2;46;no;600
J10013_4.mm2;44;no;600
J10013_5.mm2;;no;600
J1001_3.mm2;43;no;600
J10014_1.mm2;22;yes;45,41
J10014_2.mm2;23;yes;29,88
J10014_3.mm2;21;yes;52,14
J10014_4.mm2;29;yes;21,31
J10014_5.mm2;26;yes;33,62
J1001_4.mm2;51;no;600
J10015_1.mm2;23;yes;54,56
J10015_2.mm2;23;yes;26,37
J10015_3.mm2;25;yes;17,64
J10015_4.mm2;24;yes;21,42
J10015_5.mm2;26;yes;25,44
J1001_5.mm2;64;no;600
J10016_1.mm2;24;yes;15,59
J10016_2.mm2;21;yes;29,94
J10016_3.mm2;23;yes;33,46
J10016_4.mm2;28;yes;24,93
J10016_5.mm2;22;yes;46,54
J10017_1.mm2;20;yes;24,36
J10017_2.mm2;19;yes;33,04
J10017_3.mm2;22;yes;12,20
J10017_4.mm2;23;yes;23,30
J10017_5.mm2;23;yes;24,47
J10018_1.mm2;20;yes;28,29
J10018_2.mm2;22;yes;25,89
J10018_3.mm2;19;yes;48,29
J10018_4.mm2;18;yes;44,84
J10018_5.mm2;24;yes;21,20
J10019_1.mm2;;no;600
J10019_2.mm2;38;no;600
J10019_3.mm2;37;no;600
J10019_4.mm2;47;no;600
J10019_5.mm2;45;no;600
J10020_1.mm2;24;yes;34,57
J10020_2.mm2;26;no;600
J10020_3.mm2;31;no;600
J10020_4.mm2;26;no;600
J10020_5.mm2;36;no;600
J10021_1.mm2;23;yes;391,78
J10021_2.mm2;23;yes;249,04
J10021_3.mm2;29;no;600
J10021_4.mm2;21;no;600
J10021_5.mm2;28;no;600
J1002_1.mm2;34;no;600
J10022_1.mm2;30;no;600
J10022_2.mm2;25;no;600
J10022_3.mm2;23;yes;146,51
J10022_4.mm2;27;no;600
J10022_5.mm2;21;yes;211,36
J1002_2.mm2;30;no;600
J10023_1.mm2;21;yes;493,64
J10023_2.mm2;25;yes;75,64
J10023_3.mm2;21;no;600
J10023_4.mm2;21;yes;110,91
