instance;best_makespan;opt_or_unsat_certified;time
J10065_2.mm2;37;yes;11,30
J10065_3.mm2;33;yes;5,76
J10065_4.mm2;32;yes;7,97
J10065_5.mm2;33;yes;6,64
J1006_5.mm2;25;no;600
J10066_1.mm2;27;yes;6,80
J10066_2.mm2;27;yes;6,99
J10066_3.mm2;44;yes;7,89
J10066_4.mm2;28;yes;9,75
J10066_5.mm2;33;yes;8,92
J10067_1.mm2;45;no;600
J10067_2.mm2;;no;600
J10067_3.mm2;63;no;600
J10067_4.mm2;;no;600
J10067_5.mm2;;no;600
J10068_1.mm2;38;no;600
J10068_2.mm2;39;yes;35,44
J10068_3.mm2;36;yes;219,67
J10068_4.mm2;36;yes;548,56
J10068_5.mm2;34;yes;76,24
J10069_1.mm2;31;yes;32,61
J10069_2.mm2;29;yes;39,21
J10069_3.mm2;35;yes;29,60
J10069_4.mm2;35;yes;49,06
J10069_5.mm2;29;yes;40,52
J10070_1.mm2;32;yes;38,17
J10070_2.mm2;30;yes;26,47
J10070_3.mm2;28;yes;61,01
J10070_4.mm2;37;yes;31,92
J10070_5.mm2;28;yes;32,69
J10071_1.mm2;32;yes;29,25
J10071_2.mm2;30;yes;42,83
J10071_3.mm2;28;yes;32,81
J10071_4.mm2;40;yes;35,19
J10071_5.mm2;31;yes;20,21
J1007_1.mm2;;no;600
J10072_1.mm2;32;yes;44,57
J10072_2.mm2;31;yes;25,08
J10072_3.mm2;34;yes;26,21
J10072_4.mm2;32;yes;22,76
J10072_5.mm2;34;yes;29,24
J1007_2.mm2;65;no;600
J10073_1.mm2;133;no;600
J10073_2.mm2;129;no;600
J10073_3.mm2;;no;600
J10073_4.mm2;135;no;600
J10073_5.mm2;;no;600
J1007_3.mm2;75;no;600
J10074_1.mm2;78;no;600
J10074_2.mm2;91;no;600
J10074_3.mm2;80;no;600
J10074_4.mm2;81;no;600
J10074_5.mm2;77;no;600
J1007_4.mm2;64;no;600
J10075_1.mm2;54;yes;31,14
J10075_2.mm2;66;yes;16,99
J10075_3.mm2;61;yes;31,68
J10075_4.mm2;62;yes;117,42
J10075_5.mm2;57;yes;33,84
J1007_5.mm2;;no;600
J10076_1.mm2;62;no;600
J10076_2.mm2;60;yes;25,28
J10076_3.mm2;67;no;600
