instance;best_makespan;opt_or_unsat_certified;time
j30t1_24_9.smt;62;yes;0,78
j30t1_2_4.smt;55;yes;0,08
j30t1_25_10.smt;73;yes;1,35
j30t1_25_1.smt;102;yes;5,58
j30t1_25_2.smt;96;yes;1,07
j30t1_25_3.smt;100;yes;4,64
j30t1_25_4.smt;87;yes;2,35
j30t1_25_5.smt;75;yes;1,56
j30t1_25_6.smt;72;yes;2,68
j30t1_25_7.smt;107;yes;5,87
j30t1_25_8.smt;78;yes;1,79
j30t1_25_9.smt;98;yes;5,31
j30t1_2_5.smt;68;yes;0,13
j30t1_26_10.smt;71;yes;1,52
j30t1_26_1.smt;67;yes;1,13
j30t1_26_2.smt;45;yes;0,24
j30t1_26_3.smt;71;yes;0,27
j30t1_26_4.smt;67;yes;0,36
j30t1_26_5.smt;98;yes;13,13
j30t1_26_6.smt;62;yes;1,14
j30t1_26_7.smt;82;yes;1,13
j30t1_26_8.smt;67;yes;0,56
j30t1_26_9.smt;52;yes;0,73
j30t1_2_6.smt;53;yes;0,05
j30t1_27_10.smt;80;yes;0,97
j30t1_27_1.smt;79;yes;0,79
j30t1_27_2.smt;92;yes;1,38
j30t1_27_3.smt;70;yes;0,33
j30t1_27_4.smt;94;yes;0,72
j30t1_27_5.smt;60;yes;2,38
j30t1_27_6.smt;70;yes;0,35
j30t1_27_7.smt;61;yes;7,30
j30t1_27_8.smt;67;yes;0,89
j30t1_27_9.smt;57;yes;0,71
j30t1_2_7.smt;59;yes;0,07
j30t1_28_10.smt;80;yes;1,03
j30t1_28_1.smt;77;yes;0,28
j30t1_28_2.smt;61;yes;0,40
j30t1_28_3.smt;59;yes;0,67
j30t1_28_4.smt;54;yes;0,18
j30t1_28_5.smt;85;yes;1,78
j30t1_28_6.smt;64;yes;0,70
j30t1_28_7.smt;50;yes;0,19
j30t1_28_8.smt;53;yes;0,00
j30t1_28_9.smt;62;yes;0,00
j30t1_2_8.smt;65;yes;0,13
j30t1_29_10.smt;83;yes;1,70
j30t1_29_1.smt;102;yes;7,10
j30t1_29_2.smt;102;yes;2,65
j30t1_29_3.smt;79;yes;4,45
j30t1_29_4.smt;105;yes;12,06
j30t1_29_5.smt;100;yes;10,07
j30t1_29_6.smt;97;yes;20,20
j30t1_29_7.smt;78;yes;6,56
j30t1_29_8.smt;83;yes;20,53
j30t1_29_9.smt;105;yes;10,50
j30t1_2_9.smt;55;yes;0,09
j30t1_30_10.smt;83;yes;2,30
j30t1_30_1.smt;48;yes;1,99
j30t1_30_2.smt;87;yes;4,79
j30t1_30_3.smt;58;yes;2,56
j30t1_30_4.smt;67;yes;2,86
j30t1_30_5.smt;61;yes;1,91
j30t1_30_6.smt;75;yes;3,13
j30t1_30_7.smt;91;yes;4,61
j30t1_30_8.smt;46;yes;1,62
j30t1_30_9.smt;55;yes;2,96
j30t1_3_10.smt;76;yes;0,17
j30t1_31_10.smt;66;yes;3,04
j30t1_31_1.smt;55;yes;0,70
j30t1_31_2.smt;85;yes;7,00
j30t1_31_3.smt;58;yes;0,76
j30t1_31_4.smt;63;yes;0,73
j30t1_31_5.smt;60;yes;1,61
j30t1_31_6.smt;67;yes;0,74
j30t1_31_7.smt;85;yes;2,48
j30t1_31_8.smt;58;yes;0,00
j30t1_31_9.smt;63;yes;0,62
j30t1_3_1.smt;82;yes;0,49
j30t1_32_10.smt;63;yes;0,95
j30t1_32_1.smt;72;yes;0,95
j30t1_32_2.smt;83;yes;1,54
j30t1_32_3.smt;77;yes;1,49
j30t1_32_4.smt;68;yes;0,00
j30t1_32_5.smt;65;yes;1,75
j30t1_32_6.smt;64;yes;0,65
j30t1_32_7.smt;40;yes;0,22
j30t1_32_8.smt;56;yes;0,19
