instance,horizon,variables,clauses,makespan,status,Solve time,timeout,error
j3016_3.mm,225,642179,1985850,23,Optimal,18.23,No,
j3016_4.mm,242,724833,2223186,19,Optimal,19.81,No,
j3016_5.mm,250,581321,2018877,30,Optimal,17.78,No,
j3016_6.mm,253,556722,1975016,30,Optimal,18.28,No,
j3016_7.mm,227,599548,1944717,22,Optimal,17.29,No,
j3016_8.mm,230,601283,1939704,25,Optimal,17.99,No,
j3016_9.mm,230,630457,2026087,24,Optimal,19.53,No,
j3017_1.mm,234,171764,1071364,34,Optimal,10.62,No,
j3017_10.mm,225,164028,1002158,26,Optimal,9.55,No,
j3017_2.mm,232,176317,1063014,26,Optimal,9.97,No,
j3017_3.mm,267,209496,1323330,33,Optimal,12.87,No,
j3017_4.mm,226,160252,1003257,39,Optimal,8.89,No,
j3017_5.mm,237,187639,1120371,29,Optimal,10.97,No,
j3017_6.mm,222,167556,978365,33,Optimal,9.47,No,
j3017_7.mm,231,173004,1034007,32,Optimal,9.99,No,
j3017_8.mm,238,183374,1113049,31,Optimal,11.58,No,
j3017_9.mm,224,169657,1017480,34,Optimal,9.66,No,
j3018_1.mm,211,176325,996468,28,Optimal,8.72,No,
j3018_10.mm,229,193987,1077464,33,Optimal,10.03,No,
j3018_2.mm,230,188300,1098589,33,Optimal,8.99,No,
j3018_3.mm,255,225517,1311743,35,Optimal,11.19,No,
j3018_4.mm,254,239518,1306761,31,Optimal,11.67,No,
j3018_5.mm,237,206337,1176287,21,Optimal,9.98,No,
j3018_6.mm,239,251953,1275278,25,Optimal,10.83,No,
j3018_7.mm,246,238889,1258358,35,Optimal,11.37,No,
j3018_8.mm,256,273632,1399062,18,Optimal,11.69,No,
j3018_9.mm,233,220291,1176447,25,Optimal,12.3,No,
j3019_1.mm,237,198972,1118044,35,Optimal,9.48,No,
j3019_10.mm,241,230072,1217131,29,Optimal,10.61,No,
j3019_2.mm,232,256747,1242780,21,Optimal,11.14,No,
j3019_3.mm,232,259887,1241240,31,Optimal,10.14,No,
j3019_4.mm,237,247136,1238542,30,Optimal,10.59,No,
j3019_5.mm,213,236071,1090855,27,Optimal,10.38,No,
j3019_6.mm,238,243199,1230896,24,Optimal,9.94,No,
j3019_7.mm,238,231050,1191881,36,Optimal,9.83,No,
j3019_8.mm,246,271368,1311070,34,Optimal,12.27,No,
j3019_9.mm,227,214491,1127235,25,Optimal,9.66,No,
j301_1.mm,228,168096,1024176,,Infeasible,11,No,
j301_10.mm,241,213423,1207672,,Infeasible,13.88,No,
j301_2.mm,252,204042,1206625,,Infeasible,10.58,No,
j301_3.mm,235,192545,1129965,,Infeasible,11.42,No,
j301_4.mm,241,176830,1083185,,Infeasible,11.22,No,
j301_5.mm,237,189077,1132218,,Infeasible,10.83,No,
j301_6.mm,243,206633,1201885,,Infeasible,12.17,No,
j301_7.mm,236,209312,1179823,,Infeasible,10.87,No,
j301_8.mm,224,150206,969556,,Infeasible,8.86,No,
j301_9.mm,252,204264,1238673,,Infeasible,12.14,No,
j3020_1.mm,246,290157,1362313,30,Optimal,11.68,No,
j3020_10.mm,256,306148,1458326,28,Optimal,12.96,No,
j3020_2.mm,247,257364,1290985,25,Optimal,11.03,No,
j3020_3.mm,210,252917,1132990,27,Optimal,9.4,No,
j3020_4.mm,244,275227,1331853,35,Optimal,12.07,No,
j3020_5.mm,242,260108,1284405,29,Optimal,11.01,No,
j3020_6.mm,232,237777,1188965,24,Optimal,10.31,No,
j3020_7.mm,233,259160,1238492,30,Optimal,11.4,No,
j3020_8.mm,218,242430,1122107,33,Optimal,9.27,No,
j3020_9.mm,246,331559,1455530,26,Optimal,13.44,No,
j3021_1.mm,222,337173,1424946,38,Optimal,33.98,No,
j3021_10.mm,226,402745,1597816,45,Optimal,39.67,No,
j3021_2.mm,252,447736,1830522,34,Optimal,169.73,No,
j3021_3.mm,227,396863,1611159,36,Optimal,103.26,No,
j3021_4.mm,216,383680,1503306,37,Optimal,25.79,No,
j3021_5.mm,237,372907,1568256,37,Optimal,72.51,No,
j3021_6.mm,246,429912,1731725,33,Optimal,26.58,No,
j3021_7.mm,247,426453,1758801,36,Optimal,105.34,No,
j3021_8.mm,241,370564,1560292,44,Optimal,27.83,No,
j3021_9.mm,242,425049,1717899,32,Optimal,23.69,No,
j3022_1.mm,260,577062,2089357,26,Optimal,19.89,No,
j3022_10.mm,236,541850,1876679,23,Optimal,16.89,No,
j3022_2.mm,241,405273,1673727,36,Optimal,18.34,No,
j3022_3.mm,245,550987,1941556,25,Optimal,20.9,No,
j3022_4.mm,236,558075,1924996,26,Optimal,19.68,No,
j3022_5.mm,252,499331,1870590,30,Optimal,22.53,No,
j3022_6.mm,220,422120,1559328,31,Optimal,14.74,No,
j3022_7.mm,247,510158,1837549,38,Optimal,16.04,No,
j3022_8.mm,227,434441,1634811,33,Optimal,18.58,No,
j3022_9.mm,240,501248,1819453,34,Optimal,15.37,No,
j3023_1.mm,223,531302,1794906,25,Optimal,16.96,No,
j3023_10.mm,255,597326,2086988,21,Optimal,18.71,No,
j3023_2.mm,226,538813,1826846,33,Optimal,17.09,No,
j3023_3.mm,236,570251,1951040,23,Optimal,18.38,No,
j3023_4.mm,246,570144,1989198,24,Optimal,17.27,No,
j3023_5.mm,240,515407,1834703,32,Optimal,17.02,No,
j3023_6.mm,233,535985,1846965,27,Optimal,16.05,No,
j3023_7.mm,232,529646,1858545,24,Optimal,17.19,No,
j3023_8.mm,236,591531,2001211,23,Optimal,18.37,No,
j3023_9.mm,231,591435,1963719,26,Optimal,17.38,No,
j3024_1.mm,237,576979,1942631,27,Optimal,18.11,No,
j3024_10.mm,237,505047,1788932,37,Optimal,16.24,No,
j3024_2.mm,231,522033,1803447,31,Optimal,16.72,No,
j3024_3.mm,238,626837,2049352,21,Optimal,17.89,No,
j3024_4.mm,239,611708,2046957,29,Optimal,18.97,No,
j3024_5.mm,235,555019,1898432,37,Optimal,17.91,No,
j3024_6.mm,238,563506,1928578,30,Optimal,16.86,No,
j3024_7.mm,227,581874,1891888,29,Optimal,17.53,No,
j3024_8.mm,249,558988,1948509,38,Optimal,17.04,No,
j3024_9.mm,237,584675,1991348,31,Optimal,17.13,No,
j3025_1.mm,241,196211,1151906,34,Optimal,11.21,No,
j3025_10.mm,245,218451,1226323,27,Optimal,10.51,No,
j3025_2.mm,252,188180,1194213,32,Optimal,12.22,No,
j3025_3.mm,243,204684,1204437,24,Optimal,12.44,No,
j3025_4.mm,240,191378,1154864,30,Optimal,9.46,No,
j3025_5.mm,251,207104,1232743,27,Optimal,11.83,No,
j3025_6.mm,260,226599,1315484,32,Optimal,12.02,No,
j3025_7.mm,237,174018,1088407,33,Optimal,9.24,No,
j3025_8.mm,243,204338,1176706,33,Optimal,9.85,No,
j3025_9.mm,240,187122,1073694,51,Optimal,9.67,No,
j3026_1.mm,228,219894,1163113,21,Optimal,10.27,No,
j3026_10.mm,243,232618,1262485,22,Optimal,10.82,No,
j3026_2.mm,245,238601,1251939,22,Optimal,11.59,No,
j3026_3.mm,223,219761,1127407,42,Optimal,9.23,No,
j3026_4.mm,241,200760,1169217,34,Optimal,9.76,No,
j3026_5.mm,242,218075,1216491,22,Optimal,11.46,No,
j3026_6.mm,232,222262,1155327,29,Optimal,10.08,No,
j3026_7.mm,249,221772,1256061,29,Optimal,11.3,No,
j3026_8.mm,242,229759,1241685,40,Optimal,10.69,No,
j3026_9.mm,233,169404,1092057,21,Optimal,10.37,No,
j3027_1.mm,240,248107,1244264,38,Optimal,11.51,No,
j3027_10.mm,229,254396,1213412,29,Optimal,9.93,No,
j3027_2.mm,246,268947,1324799,29,Optimal,10.92,No,
j3027_3.mm,235,242859,1229804,28,Optimal,11.4,No,
j3027_4.mm,223,235962,1147996,28,Optimal,9.73,No,
j3027_5.mm,235,267241,1259862,40,Optimal,10.75,No,
j3027_6.mm,251,271946,1364041,25,Optimal,12.77,No,
j3027_7.mm,240,259584,1284323,30,Optimal,10.7,No,
j3027_8.mm,250,226905,1237478,42,Optimal,10.38,No,
j3027_9.mm,234,224398,1165721,37,Optimal,10.05,No,
j3028_1.mm,233,257512,1217936,37,Optimal,10.4,No,
j3028_10.mm,234,271154,1293195,26,Optimal,11.64,No,
j3028_2.mm,246,241218,1274935,25,Optimal,10.36,No,
j3028_3.mm,222,241018,1136752,31,Optimal,9.62,No,
j3028_4.mm,246,253332,1282510,33,Optimal,12.06,No,
j3028_5.mm,232,283954,1291185,23,Optimal,10.98,No,
j3028_6.mm,251,281240,1381331,29,Optimal,11.62,No,
j3028_7.mm,245,276766,1300707,37,Optimal,11.81,No,
j3028_8.mm,239,223930,1189257,36,Optimal,9.88,No,
j3028_9.mm,245,284661,1362845,28,Optimal,12.47,No,
j3029_1.mm,239,378190,1573473,46,Optimal,41.08,No,
j3029_10.mm,245,446083,1805864,36,Optimal,29.58,No,
j3029_2.mm,234,430052,1716560,34,Optimal,208.73,No,
j3029_3.mm,237,408464,1670413,32,Optimal,22.25,No,
j3029_4.mm,246,398041,1692081,33,Optimal,23.33,No,
j3029_5.mm,250,427566,1766971,34,Optimal,52.08,No,
j3029_6.mm,249,359752,1584221,42,Optimal,30.41,No,
j3029_7.mm,232,402456,1607140,38,Optimal,52.31,No,
j3029_8.mm,238,394390,1604979,50,Optimal,43.32,No,
j3029_9.mm,253,479360,1881478,37,Optimal,63.88,No,
j302_1.mm,242,246086,1264047,,Infeasible,13.34,No,
j302_10.mm,255,213623,1252930,,Infeasible,12.26,No,
j302_2.mm,221,218848,1098822,,Infeasible,11.18,No,
j302_3.mm,234,234448,1212743,,Infeasible,13.1,No,
j302_4.mm,251,247737,1301543,,Infeasible,13.13,No,
j302_5.mm,250,198846,1193423,,Infeasible,11.56,No,
j302_6.mm,244,209745,1224976,,Infeasible,11.51,No,
j302_7.mm,241,241867,1270121,,Infeasible,11.99,No,
j302_8.mm,235,189389,1142510,,Infeasible,11.5,No,
j302_9.mm,233,187046,1100637,,Infeasible,10.06,No,
j3030_1.mm,242,396429,1663689,36,Optimal,15.66,No,
j3030_10.mm,230,527964,1831323,19,Optimal,18.65,No,
j3030_2.mm,227,431741,1620162,30,Optimal,18.08,No,
j3030_3.mm,235,462175,1746136,29,Optimal,16.16,No,
j3030_4.mm,231,405925,1616872,35,Optimal,15.13,No,
j3030_5.mm,239,458682,1736397,30,Optimal,15.35,No,
j3030_6.mm,249,465902,1786561,41,Optimal,16.5,No,
j3030_7.mm,250,506614,1848741,27,Optimal,17.45,No,
j3030_8.mm,243,415986,1718790,28,Optimal,15.16,No,
j3030_9.mm,236,498692,1770219,36,Optimal,16.36,No,
j3031_1.mm,237,503357,1824788,25,Optimal,16.19,No,
j3031_10.mm,229,524718,1846960,20,Optimal,17.39,No,
j3031_2.mm,246,520171,1863175,43,Optimal,16.02,No,
j3031_3.mm,219,499656,1703200,31,Optimal,16.35,No,
j3031_4.mm,224,497988,1725649,29,Optimal,15.17,No,
j3031_5.mm,238,545110,1882653,43,Optimal,17.53,No,
j3031_6.mm,254,527804,1914732,32,Optimal,16.72,No,
j3031_7.mm,227,471199,1676889,45,Optimal,14.86,No,
j3031_8.mm,230,538955,1843875,26,Optimal,17.28,No,
j3031_9.mm,246,535985,1889625,33,Optimal,16.55,No,
j3032_1.mm,253,684735,2207181,31,Optimal,21.03,No,
j3032_10.mm,236,506013,1786169,29,Optimal,15.65,No,
j3032_2.mm,237,585678,1966112,32,Optimal,18.65,No,
j3032_3.mm,236,622912,2000938,28,Optimal,18.84,No,
j3032_4.mm,242,545173,1930745,27,Optimal,16.74,No,
j3032_5.mm,250,700586,2250714,29,Optimal,21.82,No,
j3032_6.mm,245,578356,1992599,29,Optimal,17.09,No,
j3032_7.mm,247,547806,1929204,36,Optimal,17.15,No,
j3032_8.mm,227,506267,1762462,29,Optimal,16.42,No,
j3032_9.mm,234,587781,1973971,22,Optimal,17.41,No,
j3033_1.mm,243,175503,1111073,47,Optimal,13.94,No,
j3033_10.mm,236,185849,1124872,39,Optimal,12.63,No,
j3033_2.mm,239,189390,1121846,45,Optimal,22.98,No,
j3033_3.mm,248,187211,1159289,45,Optimal,11.99,No,
j3033_4.mm,243,192951,1148054,57,Optimal,14.02,No,
j3033_5.mm,237,190071,1123411,48,Optimal,10.82,No,
j3033_6.mm,246,194062,1185621,41,Optimal,14.52,No,
j3033_7.mm,253,187482,1205381,45,Optimal,11.53,No,
j3033_8.mm,231,158733,1029304,39,Optimal,13.78,No,
j3033_9.mm,245,155741,1079394,44,Optimal,13.08,No,
j3034_1.mm,239,228977,1207922,39,Optimal,11.46,No,
j3034_10.mm,245,205652,1205472,54,Optimal,13.09,No,
j3034_2.mm,230,194195,1120071,32,Optimal,10.69,No,
j3034_3.mm,245,210809,1219524,38,Optimal,13.54,No,
j3034_4.mm,247,180652,1159151,42,Optimal,14.21,No,
j3034_5.mm,236,193341,1139140,43,Optimal,10.35,No,
j3034_6.mm,256,238503,1320971,41,Optimal,14.1,No,
j3034_7.mm,247,202357,1203714,44,Optimal,12.29,No,
j3034_8.mm,233,208330,1170225,47,Optimal,12.31,No,
j3034_9.mm,237,224642,1189938,38,Optimal,11.78,No,
j3035_1.mm,244,256502,1288552,34,Optimal,12.61,No,
j3035_10.mm,248,259246,1312530,51,Optimal,14.12,No,
j3035_2.mm,239,256919,1257213,35,Optimal,12.53,No,
j3035_3.mm,255,234210,1291507,39,Optimal,13.09,No,
j3035_4.mm,253,249453,1298186,47,Optimal,10.97,No,
j3035_5.mm,240,244938,1241820,42,Optimal,12.16,No,
j3035_6.mm,240,266216,1271687,41,Optimal,13.28,No,
j3035_7.mm,231,246240,1228413,35,Optimal,11.15,No,
j3035_8.mm,242,262234,1288481,40,Optimal,13.82,No,
j3035_9.mm,236,260025,1287138,36,Optimal,12.4,No,
j3036_1.mm,241,264632,1287793,,Infeasible,12.92,No,
j3036_10.mm,245,300586,1375722,,Infeasible,19.22,No,
j3036_2.mm,228,257070,1226861,,Infeasible,11.97,No,
j3036_3.mm,253,292238,1399992,,Infeasible,12.93,No,
j3036_4.mm,233,303236,1348479,,Infeasible,13.78,No,
j3036_5.mm,244,243578,1223670,,Infeasible,18.86,No,
j3036_6.mm,238,301997,1353478,,Infeasible,14.33,No,
j3036_7.mm,224,278234,1236756,,Infeasible,11.91,No,
j3036_8.mm,230,265749,1240693,,Infeasible,12.15,No,
j3036_9.mm,238,275663,1300522,,Infeasible,15.42,No,
j3037_1.mm,241,424292,1715427,78,Feasible,7.04,Yes,wall-time kill (parent)
j3037_10.mm,235,451215,1729198,48,Feasible,9.4,Yes,wall-time kill (parent)
j3037_2.mm,227,314145,1362265,63,Feasible,243.21,Yes,wall-time kill (parent)
j3037_3.mm,239,395168,1635068,57,Feasible,129.51,Yes,wall-time kill (parent)
j3037_4.mm,236,398505,1633678,55,Feasible,632.01,Yes,
j3037_5.mm,225,364760,1502108,50,Optimal,20.18,No,
j3037_6.mm,232,352818,1474690,62,Optimal,186.29,Yes,
j3037_7.mm,226,362509,1479725,59,Feasible,644.67,Yes,
j3037_8.mm,239,396047,1657432,44,Feasible,673.37,Yes,
j3037_9.mm,250,445386,1824743,83,Feasible,11.9,Yes,wall-time kill (parent)
j3038_1.mm,240,463305,1723857,46,Optimal,17.48,No,
j3038_10.mm,239,505685,1812419,37,Optimal,20.18,No,
j3038_2.mm,251,558704,1980053,44,Optimal,21.02,No,
j3038_3.mm,254,570702,2022726,34,Optimal,23.29,No,
j3038_4.mm,229,359912,1501988,50,Optimal,44.91,No,
j3038_5.mm,237,446496,1673297,50,Optimal,26.78,No,
j3038_6.mm,238,481877,1759803,36,Optimal,26.3,No,
j3038_7.mm,240,520028,1839230,38,Optimal,46.12,No,
j3038_8.mm,236,504393,1792607,40,Optimal,17.1,No,
j3038_9.mm,246,528928,1908060,45,Optimal,21.64,No,
j3039_1.mm,253,669271,2220433,43,Optimal,23.84,No,
j3039_10.mm,236,493215,1732890,44,Optimal,18.36,No,
j3039_2.mm,251,587129,2040292,42,Optimal,19.68,No,
j3039_3.mm,227,460234,1631928,49,Optimal,15.1,No,
j3039_4.mm,247,527641,1885233,49,Optimal,17.2,No,
j3039_5.mm,231,498427,1776827,32,Optimal,18.8,No,
j3039_6.mm,221,367491,1477244,36,Optimal,15.32,No,
j3039_7.mm,241,562260,1929977,38,Optimal,20.79,No,
j3039_8.mm,230,479476,1692258,42,Optimal,19.16,No,
j3039_9.mm,240,511562,1795715,42,Optimal,20.35,No,
j303_1.mm,224,240098,1167412,,Infeasible,11.21,No,
j303_10.mm,227,217586,1124465,,Infeasible,11.17,No,
j303_2.mm,246,262828,1317470,,Infeasible,13.25,No,
j303_3.mm,220,228794,1110181,,Infeasible,10.74,No,
j303_4.mm,242,275192,1317130,,Infeasible,12.58,No,
j303_5.mm,236,204001,1146198,,Infeasible,12.04,No,
j303_6.mm,243,255634,1284400,,Infeasible,12.29,No,
j303_7.mm,234,226031,1200526,,Infeasible,12.89,No,
j303_8.mm,253,274107,1382486,,Infeasible,14.39,No,
j303_9.mm,243,221105,1209061,,Infeasible,11.25,No,
j3040_1.mm,233,559679,1902753,38,Optimal,20.5,No,
j3040_10.mm,242,569672,1942325,44,Optimal,20.62,No,
j3040_2.mm,233,554738,1853764,41,Optimal,17.48,No,
j3040_3.mm,252,646000,2177758,36,Optimal,23.69,No,
j3040_4.mm,232,576208,1933048,40,Optimal,18.75,No,
j3040_5.mm,220,488235,1688868,48,Optimal,17.41,No,
j3040_6.mm,248,560036,1957385,41,Optimal,21.35,No,
j3040_7.mm,247,609163,2056616,48,Optimal,22.08,No,
j3040_8.mm,235,558555,1879030,41,Optimal,20.57,No,
j3040_9.mm,238,586627,1976947,43,Optimal,18.44,No,
j3041_1.mm,217,169793,987314,35,Optimal,10.44,No,
j3041_10.mm,246,197753,1195910,38,Optimal,11.82,No,
j3041_2.mm,233,174887,1057853,34,Optimal,12.93,No,
j3041_3.mm,241,171052,1062335,40,Optimal,11.13,No,
j3041_4.mm,224,181831,1029917,33,Optimal,10.24,No,
j3041_5.mm,231,173226,1034923,37,Optimal,11.22,No,
j3041_6.mm,235,208438,1173069,32,Optimal,13.43,No,
j3041_7.mm,261,210807,1267137,39,Optimal,13.63,No,
j3041_8.mm,239,210782,1198176,30,Optimal,11.88,No,
j3041_9.mm,233,181115,1081349,42,Optimal,9.51,No,
j3042_1.mm,236,176252,1051211,35,Optimal,8.84,No,
j3042_10.mm,227,212251,1128828,36,Optimal,11.58,No,
j3042_2.mm,240,232256,1236421,26,Optimal,12.45,No,
j3042_3.mm,221,198046,1066060,37,Optimal,9.67,No,
j3042_4.mm,229,244322,1210309,28,Optimal,10.9,No,
j3042_5.mm,250,181898,1172034,35,Optimal,11.73,No,
j3042_6.mm,231,188420,1117621,30,Optimal,10.99,No,
j3042_7.mm,245,262616,1320075,29,Optimal,13.42,No,
j3042_8.mm,247,253163,1295944,28,Optimal,12.89,No,
j3042_9.mm,231,236800,1195179,31,Optimal,10.76,No,
j3043_1.mm,236,232300,1198411,29,Optimal,11.94,No,
j3043_10.mm,234,240812,1212681,30,Optimal,12.36,No,
j3043_2.mm,259,307741,1468484,32,Optimal,14.48,No,
j3043_3.mm,231,261206,1243484,26,Optimal,11.37,No,
j3043_4.mm,242,236330,1253747,27,Optimal,11.15,No,
j3043_5.mm,250,202713,1194127,44,Optimal,10,No,
j3043_6.mm,225,250861,1181985,28,Optimal,10.72,No,
j3043_7.mm,236,199892,1148273,33,Optimal,11.34,No,
j3043_8.mm,241,247711,1224837,34,Optimal,12.32,No,
j3043_9.mm,241,254757,1242993,38,Optimal,11.22,No,
j3044_1.mm,239,272209,1256205,41,Optimal,10.68,No,
j3044_10.mm,238,263128,1281294,31,Optimal,13.17,No,
j3044_2.mm,232,270469,1256230,27,Optimal,12.46,No,
j3044_3.mm,248,301641,1415479,34,Optimal,14.48,No,
j3044_4.mm,235,265084,1261822,33,Optimal,12.58,No,
j3044_5.mm,236,282241,1312378,29,Optimal,11.81,No,
j3044_6.mm,232,285090,1313773,25,Optimal,13.2,No,
j3044_7.mm,247,255405,1297426,35,Optimal,12.88,No,
j3044_8.mm,259,257334,1347353,36,Optimal,11.72,No,
j3044_9.mm,247,257185,1294676,35,Optimal,11.36,No,
j3045_1.mm,238,433401,1759125,41,Feasible,608.86,Yes,
j3045_10.mm,240,434709,1776601,49,Feasible,18.02,Yes,wall-time kill (parent)
j3045_2.mm,228,313749,1371020,48,Feasible,628.97,Yes,
j3045_3.mm,234,356109,1527229,44,Feasible,169.54,Yes,wall-time kill (parent)
j3045_4.mm,231,380662,1553081,57,Feasible,23.59,Yes,wall-time kill (parent)
j3045_5.mm,222,344599,1415730,41,Optimal,315.43,No,
j3045_6.mm,246,414875,1715340,54,Feasible,11.88,Yes,wall-time kill (parent)
j3045_7.mm,240,410981,1659336,46,Optimal,108.26,No,
j3045_8.mm,245,413578,1734364,51,Feasible,69.65,Yes,wall-time kill (parent)
j3045_9.mm,235,440886,1729651,44,Feasible,215.53,Yes,wall-time kill (parent)
j3046_1.mm,229,522740,1799505,33,Optimal,19.99,No,
j3046_10.mm,240,416754,1668602,37,Optimal,16.07,No,
j3046_2.mm,238,471017,1752157,40,Optimal,16.33,No,
j3046_3.mm,231,447880,1693457,30,Optimal,32.23,No,
j3046_4.mm,257,572412,2044962,37,Optimal,33.14,No,
j3046_5.mm,261,591224,2125634,33,Optimal,22.17,No,
j3046_6.mm,248,444783,1775982,33,Optimal,20.95,No,
j3046_7.mm,246,490259,1823438,43,Optimal,29.85,No,
j3046_8.mm,223,384163,1557127,33,Optimal,99.31,No,
j3046_9.mm,252,439458,1780983,40,Optimal,28.07,No,
j3047_1.mm,249,555454,1978105,39,Optimal,18.21,No,
j3047_10.mm,248,485620,1786974,42,Optimal,16.28,No,
j3047_2.mm,227,475914,1676243,29,Optimal,15.83,No,
j3047_3.mm,240,523826,1873325,29,Optimal,21.45,No,
j3047_4.mm,252,540619,1948544,38,Optimal,24.28,No,
j3047_5.mm,239,540663,1909537,26,Optimal,19.88,No,
j3047_6.mm,242,527519,1850207,34,Optimal,23.32,No,
j3047_7.mm,241,559098,1933719,28,Optimal,21.09,No,
j3047_8.mm,250,576372,2003111,38,Optimal,21.44,No,
j3047_9.mm,225,534489,1801347,34,Optimal,17.03,No,
j3048_1.mm,227,531060,1826462,28,Optimal,19.98,No,
j3048_10.mm,236,698480,2177978,28,Optimal,23.79,No,
j3048_2.mm,218,549648,1808299,30,Optimal,16.58,No,
j3048_3.mm,251,549654,1951491,35,Optimal,18.42,No,
j3048_4.mm,241,628029,2069034,24,Optimal,22.33,No,
j3048_5.mm,230,605785,1948376,25,Optimal,21.28,No,
j3048_6.mm,242,634767,2069442,31,Optimal,19.67,No,
j3048_7.mm,237,574263,1966143,32,Optimal,21.18,No,
j3048_8.mm,241,622917,2044988,28,Optimal,19.35,No,
j3048_9.mm,248,520014,1884849,37,Optimal,17.42,No,
j3049_1.mm,228,163184,996058,33,Optimal,10.33,No,
j3049_10.mm,247,176999,1143505,30,Optimal,12.87,No,
j3049_2.mm,248,191251,1168698,49,Optimal,10.7,No,
j3049_3.mm,246,196602,1166689,35,Optimal,10.58,No,
j3049_4.mm,226,162133,987612,37,Optimal,9.15,No,
j3049_5.mm,240,187762,1109295,37,Optimal,9.79,No,
j3049_6.mm,249,213513,1242021,31,Optimal,13.11,No,
j3049_7.mm,240,198356,1165382,36,Optimal,10.01,No,
j3049_8.mm,235,180953,1091210,34,Optimal,9.8,No,
j3049_9.mm,236,177819,1089238,33,Optimal,9.75,No,
j304_1.mm,226,228929,1146974,,Infeasible,11.31,No,
j304_10.mm,239,252754,1248797,,Infeasible,12.33,No,
